registration_no,subject_content_text,cleaned_text,annotation
MORLY/E/2023/5678901,"Train der se aa rahi hai, mujhe aur samay ki jankari chahiye.",train der samay jankari chahiye,service_quality
MORLY/E/2023/6789012,"Mujhe refund nahi mila, ticket XXXXXX ka hai.",refund nahi mila ticket xxxxxx,"refund_delay,ticket_booking"
MORLY/E/2023/7890123,"Mujhe staff se bura vyavhaar mila, unhein samjhana chahiye tha.",staff bura vyavhaar mila unhein samjhana chahiye,staff_misbehavior
MORLY/E/2023/8901234,Railway station par facilities bahut kharab hain. Kripya sudhaarne ki koshish karein.,railway station facilities bahut kharab kripya sudhaarne koshish,"platform_infrastructure,service_quality"
MORLY/E/2023/9012345,Train ka schedule theek nahi hai. Pichle 2 din se delay ho raha hai.,train schedule theek nahi pichle din delay,"train_delay,train_schedule"
MORLY/E/2023/0123456,"Mujhe refund nahi mila hai, ticket XXXXXX ka hai.",refund nahi mila ticket xxxxxx,"refund_delay,ticket_booking"
MORLY/E/2023/1234500,"Staff ne meri complaint ko ignore kiya, mujhe samajh nahi aaya kyun.",staff complaint ignore samajh nahi,staff_misbehavior
MORLY/E/2023/2345601,Railway station par basic facilities nahi hain. Kripya dhyan dein.,railway station basic facilities nahi kripya dhyan dein,platform_infrastructure
MORLY/E/2023/3456702,"Train ka time schedule nahi hai, mujhe samasya hai.",train time schedule nahi samasya,train_schedule
MORLY/E/2023/4567813,"Mujhe refund mila nahi hai, account XXXXXX ka hai.",refund mila nahi account xxxxxx,"refund_delay,payment_issue"
MORLY/E/2023/5678924,"Staff ka vyavhaar theek nahi tha, mujhe samasya hui.",staff vyavhaar theek nahi samasya,staff_misbehavior
MORLY/E/2023/6789035,"Platform ki safai bahut kharab hai, koi nahi dekh raha.",platform safai bahut kharab nahi dekh,"train_cleanliness,platform_infrastructure,service_quality"
MORLY/E/2023/7890146,"Train ka schedule bilkul bhi nahi hai, mujhe samasya hai.",train schedule nahi samasya,train_schedule
MORLY/E/2023/8901257,"Mujhe refund nahi mila hai, ticket XXXXXX ka hai.",refund nahi mila ticket xxxxxx,"refund_delay,ticket_booking"
MORLY/E/2023/9012368,"Mujhe staff se bura vyavhaar mila, mujhe samajh nahi aaya kyun.",staff bura vyavhaar mila samajh nahi,staff_misbehavior
MORLY/E/2023/0123479,Railway station par basic facilities nahi hain. Kripya dhyan dein.,railway station basic facilities nahi kripya dhyan dein,platform_infrastructure
MORLY/E/2023/1234580,Train ka schedule theek nahi hai. Pichle 2 din se delay ho raha hai.,train schedule theek nahi pichle din delay,"train_delay,train_schedule"
MORLY/E/2023/7654321,Mujhe train ke timing ke baare mein pata nahi chala. Kahi pehle se bataya nahi gaya.,train timing baare pata nahi chala kahi pehle bataya nahi,train_schedule
MORLY/E/2023/9876543,"Mujhe reservation ke liye payment nahi hua hai, maine do baar try kiya.",reservation payment nahi baar try,"ticket_booking,payment_issue"
MORLY/E/2023/1357924,Railway station par facilities bahut kharab hain. Cleanliness aur seating ka kya hoga?,railway station facilities bahut kharab cleanliness seating hoga,"train_cleanliness,platform_infrastructure,service_quality"
MORLY/E/2023/2468135,Train ke staff ka behavior accha nahi tha. Unhe zyada polite hona chahiye.,train staff behavior accha nahi zyada polite chahiye,staff_misbehavior
MORLY/E/2023/3579246,Train late ho gaya hai aur koi information nahi mil rahi. Kya karein?,train late information nahi mil,"train_delay,staff_training"
MORLY/E/2023/1237890,Mera ticket cancel hone ke baad refund nahi aaya. Kya ho raha hai?,ticket cancel hone baad refund nahi,"refund_delay,ticket_booking"
MORLY/E/2023/8901234,Platform bahut kharab hai aur safety measures nahi hai. Is par kuch karna hoga.,platform bahut kharab safety measures nahi hoga,"platform_infrastructure,service_quality"
MORLY/E/2023/5432167,Train staff ne meri madad nahi ki jab mujhe zarurat thi. Yeh theek nahi hai.,train staff nahi jab zarurat theek nahi,staff_misbehavior
MORLY/E/2023/6789453,Train ka schedule baar-baar badal raha hai. Bahut pareshani ho rahi hai.,train schedule baarbaar badal bahut pareshani,"service_quality,train_schedule"
MORLY/E/2023/1357984,Mujhe ticket cancellation ka refund nahi mila. Aap log kya kar rahe hain?,ticket cancellation refund nahi mila log,"refund_delay,ticket_booking"
MORLY/E/2023/6783942,Train station ki building bahut purani lag rahi hai. Is par kuch karna chahiye.,train station building bahut purani lag chahiye,platform_infrastructure
MORLY/E/2023/1234568,Mujhe staff se acha response nahi mila. Kaam karne ki zarurat hai unhe.,staff acha response nahi mila kaam zarurat,staff_misbehavior
MORLY/E/2023/3456789,Train ke announcements clear nahi hote. Is par dhyan dena chahiye.,train announcements clear nahi dhyan dena chahiye,service_quality
MORLY/E/2023/4567890,Mujhe payment issue ka samadhan chahiye. Koi response nahi aa raha.,payment issue samadhan chahiye response nahi,"payment_issue,service_quality"
MORLY/E/2023/2345678,Station par bahut pareshani hoti hai. Proper infrastructure hona zaroori hai.,station bahut pareshani proper infrastructure zaroori,platform_infrastructure
MORLY/E/2023/7894561,Staff ki training ki zarurat hai. Unka behavior bahut behtar hona chahiye.,staff training zarurat behavior bahut behtar chahiye,"staff_misbehavior,staff_training"
MORLY/E/2023/2345679,Train ka delay bahut jyada ho raha hai. Is par kuch karna chahiye.,train delay bahut jyada chahiye,train_delay
MORLY/E/2023/9876542,Mujhe refund ka confirmation nahi mila. Kya aap log dekh sakte hain?,refund confirmation nahi mila log dekh sakte,"refund_delay,payment_issue"
MORLY/E/2023/3456781,Station ki building purani ho gayi hai. Is par kuch karna hoga.,station building purani hoga,platform_infrastructure
MORLY/E/2023/6789010,Staff ne meri help nahi ki jab mujhe zarurat thi. Yeh bilkul galat hai.,staff nahi jab zarurat galat,staff_misbehavior
MORLY/E/2023/4234567,Mujhe train ki timing ke baare mein pata nahi chala. Pichle mahine se problem chal rahi hai.,train timing baare pata nahi chala pichle mahine problem chal,train_schedule
MORLY/E/2023/7865432,"Mujhe transaction ka refund nahi mila, mera transaction number X0X5X hai. Kripya madad karein.",transaction refund nahi mila transaction number xxx kripya,"refund_delay,payment_issue"
MORLY/E/2023/6543210,"Platform par bahut ganda hai, safai nahi ho rahi. Isse kuch kiya jaye.",platform bahut ganda safai nahi isse jaye,"train_cleanliness,platform_infrastructure"
MORLY/E/2023/9876543,"TTE ne mujhe bura treat kiya, main thoda samajh nahi paa rahi thi. Yeh bahut galat hai.",tte bura treat main thoda samajh nahi paa bahut galat,staff_misbehavior
MORLY/E/2023/3210987,Train samay par nahi aayi. Bahut samay laga. Yeh bahut pareshani thi.,train samay nahi bahut samay laga bahut pareshani,service_quality
MORLY/E/2023/4567890,"Mujhe payment ke liye baar baar follow-up karna pada, kya yeh normal hai?",payment baar baar followup pada normal,payment_issue
MORLY/E/2023/2345678,"Station par bahut saari jagah kharab hai, yahaan ghar jaise lagta hai. Kya kuch nahi ho sakta?",station bahut saari jagah kharab yahaan ghar jaise lagta nahi sakta,"platform_infrastructure,service_quality"
MORLY/E/2023/8765432,"Mujhe kabhi kabhi staff se help nahi milti, unhe training ki zaroorat hai.",staff nahi milti training zaroorat,"staff_misbehavior,staff_training"
MORLY/E/2023/1357902,"Train ke seat allocation mein dikkat ho rahi hai, kya yeh samasya sabke liye hai?",train seat allocation dikkat samasya sabke,service_quality
MORLY/E/2023/2468013,"Mera payment confirm nahi hua, kya aap madad kar sakte hain? Mera account number X0X9X hai.",payment confirm nahi sakte account number xxx,payment_issue
MORLY/E/2023/3579135,"Railway station ka infrastructure bahut purana hai, kuch kuch jagah par khatarnaak hai.",railway station infrastructure bahut purana jagah khatarnaak,platform_infrastructure
MORLY/E/2023/8642037,Kahi baar railway staff rude ho jate hain. Unhe behave karne ki zarurat hai.,kahi baar railway staff rude jate behave zarurat,staff_misbehavior
MORLY/E/2023/0192834,"Train mein bahut zyada pareshani hoti hai, koi discipline nahi hai. Kya kuch kiya ja sakta hai?",train bahut zyada pareshani discipline nahi sakta,service_quality
MORLY/E/2023/5678901,"Mujhe online booking mein dikkat aa rahi hai, kya aap madad kar sakte hain?",online booking dikkat sakte,ticket_booking
MORLY/E/2023/6789012,Station par kuch bhi theek nahi hai. Kabhi kabhi to dar lagta hai. Kuch kiya jaye.,station theek nahi dar lagta jaye,platform_infrastructure
MORLY/E/2023/7890123,Railway staff kabhi kabhi rude ho jaate hain. Yeh kaise theek hoga?,railway staff rude jaate theek hoga,staff_misbehavior
MORLY/E/2023/8901234,Mujhe train ki timing ke baare mein pata nahi chala. Yeh bahut mushkil hai.,train timing baare pata nahi chala bahut mushkil,train_schedule
MORLY/E/2023/9012345,"Mujhe payment ke liye baar baar follow-up karna pada, kya yeh sahi hai?",payment baar baar followup pada sahi,payment_issue
MORLY/E/2023/0123456,"Railway station ka infrastructure bahut purana hai, kuch nahi kiya ja raha.",railway station infrastructure bahut purana nahi,platform_infrastructure
MORLY/E/2023/1234567,"Railway staff ne mujhe respect nahi di, unhe training ki zarurat hai.",railway staff respect nahi training zarurat,"staff_misbehavior,staff_training"
MORLY/E/2023/1234567,"Train ka time schedule bilkul galat hai, bahut der se aati hai. Please thoda dhyan dijiye.",train time schedule galat bahut der aati thoda dhyan dijiye,train_schedule
MORLY/E/2023/2345678,Mujhe apna ticket refund nahi mila. Account number XXXXXX1234 ka payment issue hai.,apna ticket refund nahi mila account number xxxxxx payment issue,"refund_delay,ticket_booking,payment_issue,service_quality"
MORLY/E/2023/3456789,"Reservation counter par staff ki kami hai, bahut samay lagta hai. Iska kuch karo.",reservation counter staff kami bahut samay lagta,"ticket_booking,staff_misbehavior"
MORLY/E/2023/4567890,Station par cleanliness ka bahut khayal nahi rakha ja raha hai. Toilet bhi ganda hai.,station cleanliness bahut khayal nahi rakha toilet ganda,"train_cleanliness,platform_infrastructure"
MORLY/E/2023/5678901,Train ko late hone ka koi reason nahi bataya ja raha hai. Yeh nahi chalega!,train late hone reason nahi bataya nahi chalega,train_delay
MORLY/E/2023/6789012,Main ticket book kiya tha par payment nahi hui. XXXXXX5678 ka issue hai.,main ticket book payment nahi xxxxxx issue,"ticket_booking,payment_issue,service_quality"
MORLY/E/2023/7890123,Staff ka behaviour bahut kharab hai. Unse baat karna mushkil hota hai.,staff behaviour bahut kharab unse baat mushkil,"staff_misbehavior,service_quality"
MORLY/E/2023/8901234,Platform par paani ghus gaya hai. Train aane par samasya hoti hai.,platform paani ghus train aane samasya,platform_infrastructure
MORLY/E/2023/9012345,Train ki timing bilkul wrong hai. Please ispar dhyan dijiye.,train timing wrong ispar dhyan dijiye,train_schedule
MORLY/E/2023/0123456,"Mujhe refund nahi mila, meri booking ID XX1234XX hai. Please check karein.",refund nahi mila booking xxxx check,"refund_delay,ticket_booking"
MORLY/E/2023/1234568,"Station staff ka behavior bahut kharab hai, iske liye kaisa action liya ja raha hai?",station staff behavior bahut kharab iske kaisa action,"staff_misbehavior,platform_infrastructure,service_quality"
MORLY/E/2023/2345679,Railway station par badhiya infrastructure nahi hai. Aasani se ghoomne nahi de raha.,railway station badhiya infrastructure nahi aasani ghoomne nahi,"platform_infrastructure,service_quality"
MORLY/E/2023/3456780,"Train ka schedule bahut badal raha hai, please isko thoda fix karo.",train schedule bahut badal isko thoda fix,"service_quality,train_schedule"
MORLY/E/2023/4567891,"Mera ticket ka payment nahi hua, account number XXXXXX9999 ka issue hai.",ticket payment nahi account number xxxxxx issue,"ticket_booking,payment_issue,service_quality"
MORLY/E/2023/5678902,Station par kaam karne wale logon ka attitude bahut bekar hai. Thoda sudhaaro.,station kaam wale logon attitude bahut bekar thoda sudhaaro,"staff_misbehavior,platform_infrastructure,service_quality"
MORLY/E/2023/6789013,Railway station ki buildings bahut purani aur kharab halat mein hain. Kya plan hai iske liye?,railway station buildings bahut purani kharab halat plan iske,"platform_infrastructure,service_quality"
MORLY/E/2023/7890124,"Train ka connectivity bahut bekar hai. Is par kuch kijiye, bahut takleef hoti hai.",train connectivity bahut bekar kijiye bahut takleef,service_quality
MORLY/E/2023/8901235,"Mera payment kuch nahi hua, ticket ID XXXXXX12 ka issue hai. Check karein.",payment nahi ticket xxxxxx issue check,"ticket_booking,payment_issue,service_quality"
MORLY/E/2023/9012346,"Staff ka response bahut slow hai, mujhe samasya solve karne mein time lag raha hai.",staff response bahut slow samasya solve time lag,"staff_misbehavior,train_delay,train_schedule"
MORLY/E/2023/0123457,"Railway station par kuch jagah kharab hai, is par dhyan dene ki zarurat hai.",railway station jagah kharab dhyan dene zarurat,"platform_infrastructure,service_quality"
MORLY/E/2023/1234569,Train ke seats ki availability ke baare mein koi jankari nahi mili. Help karein!,train seats availability baare jankari nahi mili,service_quality
MORLY/E/2023/2345670,"Mera refund process nahi hua. Booking ID XXXXXX45 ka hai, please check karein.",refund process nahi booking xxxxxx check,"refund_delay,ticket_booking"
MORLY/E/2023/1234567,Rail ka samay hamesha late hota hai! Aaj to 2 ghante ho gaye. Koi solution nahi hai?,rail samay hamesha late aaj ghante solution nahi,train_delay
MORLY/E/2023/7654321,Mera ticket ka paisa refund nahi hua! Kaha gaya wo paisa? Bahut pareshani ho rahi hai!,ticket paisa refund nahi kaha paisa bahut pareshani,"refund_delay,ticket_booking"
MORLY/E/2023/9876543,Railway staff ka behavior bahut kharab hai! Unse baat karne me dar lagta hai. Unhe training do!,railway staff behavior bahut kharab unse baat dar lagta training,"staff_misbehavior,service_quality,staff_training"
MORLY/E/2023/4567890,"Station ki safai bilkul nahi hoti! Utne log hain, fir bhi kyu yeh halat hai? Kuch karo!",station safai nahi utne log fir kyu halat,"train_cleanliness,platform_infrastructure"
MORLY/E/2023/1357924,"Mujhe 3 baar train cancel hui, sirf message aaya aur koi info nahi. Yeh kya hai?",baar train cancel sirf message info nahi,"ticket_booking,staff_training"
MORLY/E/2023/2468135,"Maine ticket cancel kiya, par paisa ab tak nahi aaya. Kya ho raha hai?",ticket cancel paisa nahi,ticket_booking
MORLY/E/2023/5432167,Mujhe staff se badtameezi ka samna karna pada. Ye bilkul unacceptable hai!,staff badtameezi samna pada unacceptable,"staff_misbehavior,service_quality"
MORLY/E/2023/6789012,"Platform ka condition bahut kharab hai! Akele nahi, sab hi keh rahe hain. Aapko dekha padega!",platform condition bahut kharab akele nahi keh aapko dekha padega,"platform_infrastructure,service_quality"
MORLY/E/2023/7890123,"Train ka schedule bilkul thik nahi hai! Aksar late hoti hai, kabhi kabhi cancel bhi.",train schedule thik nahi aksar late cancel,"ticket_booking,train_delay,train_schedule"
MORLY/E/2023/8901234,"Mujhe dus din ho gaye, paisa nahi aaya! Customer service bhi kuch nahi karti.",dus din paisa nahi customer service nahi karti,service_quality
MORLY/E/2023/2345678,Kuch staff log bahut rude hain. Unhe kaise samjha sakte hain? Kya kuch ho sakta hai?,staff log bahut rude samjha sakte sakta,staff_misbehavior
MORLY/E/2023/5678901,Station ki building bahut purani ho gayi hai. Kya aap is par vichar kar sakte hain?,station building bahut purani vichar sakte,platform_infrastructure
MORLY/E/2023/6789013,"Mujhe baar baar train change karna pad raha hai, koi fixed schedule nahi hai. Bahut dikkat ho rahi hai!",baar baar train change pad fixed schedule nahi bahut dikkat,train_schedule
