registration_no,cleaned_text,language
MORLY/E/2023/7890123,railway staff time nahi aaye bahut bura laga service kharab,english
MORLY/E/2023/8901234,station facilities kharab washroom gande,english
MORLY/E/2023/9012345,train late information nahi bahut pareshani,english
MORLY/E/2023/0123456,debit card payment nahi bahut dikkat,english
MORLY/E/2023/1234568,railway staff nahi bahut bura laga service,english
MORLY/E/2023/2345679,station bahut ganda safai nahi dekh nahi,english
MORLY/E/2023/3456780,train timing alag confusion normal,english
MORLY/E/2023/4567891,refund process nahi bahut samasya sakte,english
MORLY/E/2023/5678902,staff behavior achha nahi unhone nahi service,english
MORLY/E/2023/6789013,station safety facilities nahi bahut khatarnak yahaan,english
MORLY/E/2023/7890124,train timing baar baar badal bahut dikkat,english
MORLY/E/2023/8901235,online payment nahi bahut samasya,english
MORLY/E/2023/9012346,staff nahi train catch bhut takleef,english
MORLY/E/2023/0123457,platform safety measures nahi bahut khatarnak,english
MORLY/E/2023/1234569,train schedule barbar change normal,english
MORLY/E/2023/1234567,train time change bina kisi notice update nahi,english
MORLY/E/2023/2345678,ticket paisa pay confirmation nahi mila,english
MORLY/E/2023/3456789,train staff behaviour achha nahi attitude theek nahi,english
MORLY/E/2023/4567890,station bahut saari suvidhaayein nahi jaise paani swachhta,english
MORLY/E/2023/5678901,train time schedule bahut confused samajh nahi,english
MORLY/E/2023/6789012,refund nahi check request,english
MORLY/E/2023/7890123,train staff saath ghalat vyavhaar bahut bura laga,english
MORLY/E/2023/8901234,jaipur station bahut kharab infrastructure swachhta nahi,english
MORLY/E/2023/9012345,train time nahi pata chala pareshaani,english
MORLY/E/2023/0123456,train ticket cancel paisa abhi nahi,english
MORLY/E/2023/1234568,train staff behavior accha nahi complain,english
MORLY/E/2023/2345679,indore station facilities nahi jaise waiting area toilets,english
MORLY/E/2023/3456780,pata nahi chal train aayegi,english
MORLY/E/2023/4567891,payment confirmation nahi mila issue,english
MORLY/E/2023/5678902,train staff training bahut achhi honi chahiye unhone sahi info nahi,english
MORLY/E/2023/6789013,vadodara station bahut repair zaroorat check,english
MORLY/E/2023/7890124,train delay bahut zyada samadhan nahi mil,english
MORLY/E/2023/8901235,payment confirmation chahiye update nahi mila,english
MORLY/E/2023/9012346,train staff bura experience unhone samajh nahi paye,english
MORLY/E/2023/0123457,ranchi station bahut saari suvidhaayein khatam check,english
MORLY/E/2023/1234567,train time schedule bahut late dikkat pura din intezaar pada,english
MORLY/E/2023/2345678,ticket book payment nahi refund chahiye,english
MORLY/E/2023/3456789,train staff behaviour bahut kharab unhone nahi,english
MORLY/E/2023/4567890,railway station cleanliness bahut kharab kachra har jagah pada,english
MORLY/E/2023/5678901,train delays bahut zyada action lena chahiye,english
MORLY/E/2023/6789012,apne ticket refund chahiye nahi mil bahut samasya,english
MORLY/E/2023/7890123,ticket check waale behaviour accha nahi laga unhone achhe nahi bola,english
MORLY/E/2023/8901234,station toilet bahut ganda bahut samasya jab yahan aayein,english
MORLY/E/2023/9012345,bus train connection nahi wajah dikkat behtar vyavastha honi chahiye,english
MORLY/E/2023/0123456,ticket payment nahi mila bahut baar try nahi,english
MORLY/E/2023/1234567,train attendants behaviour accha nahi bahut pareshani,english
MORLY/E/2023/2345678,platform paani bhara bahut dikkat solution chahiye,english
MORLY/E/2023/3456789,train schedule bahut irregular bahut pareshani baat,english
MORLY/E/2023/4567890,several attempts baad refund nahi mil bahut samasya,english
MORLY/E/2023/5678901,staff behaviour accha nahi laga unhone missbehaviour feel karaya,english
MORLY/E/2023/6789012,railway station infrastructure bahut purani kharab naya banwana chahiye,english
MORLY/E/2023/7890123,train schedule irregular punctuality nahi bahut bura,english
MORLY/E/2023/8901234,ticket payment abhi nahi bahut baar complain,english
MORLY/E/2023/9876543,train time hamesha late bahut pareshaan sakte,english
MORLY/E/2023/1234567,ticket payment confirmation nahi mila,english
MORLY/E/2023/2345678,train staff bahut rude inhe training sakte,english
MORLY/E/2023/3456789,platform bahut kharab logon takleef kripya,english
MORLY/E/2023/4567890,train frequency bahut kam bahut samasya kirpya dhyan dein,english
MORLY/E/2023/5678901,ticket refund nahi mila assist sakte,english
MORLY/E/2023/6789012,railway staff attitude theek nahi customer service bare sikhaana chahiye,english
MORLY/E/2023/7890123,station safai bahut kharab kripya dhyaan dein,english
MORLY/E/2023/8901234,train seat reservation system theek kaam nahi sakte,english
MORLY/E/2023/9012345,ticket payment confirmation nahi mila bahut pareshaan,english
MORLY/E/2023/0123456,railway staff training kami karenge,english
MORLY/E/2023/1234568,platform chhatra khud iski safai kadam uthaiye,english
MORLY/E/2023/2345679,train engine baar baar kharab karyawahi jarurat,english
MORLY/E/2023/3456780,refund confirmation nahi mila sakte,english
MORLY/E/2023/4567891,staff customer service sudhaar chahiye bahut samasya,english
MORLY/E/2023/5678902,station ankhon chhat nahi kripya,english
MORLY/E/2023/6789013,train engine baar baar kharab karyawahi jarurat,english
MORLY/E/2023/1234567,train time baar baar change isse theek kariye,english
MORLY/E/2023/2345678,ticket paise wapas nahi mil,english
MORLY/E/2023/3456789,station staff kami nahi milti,english
MORLY/E/2023/5678901,platform safety bahut achi nahi behtar chahiye,english
MORLY/E/2023/6789012,train timing sahi nahi bahut der aati,english
MORLY/E/2023/7890123,mainne ticket book paise nahi aaye karun,english
MORLY/E/2023/8901234,staff behavior achha nahi badi problem,english
MORLY/E/2023/0987654,station safai bahut kharab nahi yahan,english
MORLY/E/2023/2345678,train schedule sahi nahi,english
MORLY/E/2023/9876543,ticket paise nahi mil sakte,english
MORLY/E/2023/5432167,station staff samasya behavior theek nahi,english
MORLY/E/2023/6781234,platforms bahut kharab attention nahi,english
MORLY/E/2023/1357924,train schedule update kripya bataiye,english
MORLY/E/2023/2468135,paise wapas nahi mile log sakte,english
MORLY/E/2023/9876541,staff kisi samay nahi karte bahut dikkat,english
MORLY/E/2023/5432169,platforms bahut kharab attention nahi,english
MORLY/E/2023/1597530,train timing bahut bekar bahut time lagta,english
MORLY/E/2023/7890123,ticket paise nahi aaye sakte,english
MORLY/E/2023/1234567,staff samasya nahi karte,english
MORLY/E/2023/1234567,train time schedule bahut disturbed late trains,english
MORLY/E/2023/7654321,payment dikkat baarbaar fail transaction,english
MORLY/E/2023/2345678,platform condition bahut kharab safai nahi bahut serious,english
MORLY/E/2023/3456789,train staff behavior theek nahi training zarurat,english
MORLY/E/2023/4567890,train bahut jyada delay dikkat,english
MORLY/E/2023/5678901,refund process samajh nahi,english
MORLY/E/2023/6789012,station building purani renovation zarurat,english
MORLY/E/2023/7890123,staff attitude bahut ghalat customer service improve karni chahiye,english
MORLY/E/2023/8901234,baar trains cancel logon dikkat,english
MORLY/E/2023/9012345,ticket refund nahi mila proper process follow,english
MORLY/E/2023/0123456,platforms safai nahi khud khatar mahsoos,english
MORLY/E/2023/1234568,train staff samasya bahut serious unhone insult,english
MORLY/E/2023/2345679,train platform number galat wajah takleef,english
MORLY/E/2023/3456780,train ticket payment nahi mila baar baar check baad,english
MORLY/E/2023/4567891,platform bahut puraani rukne jagah nahi,english
MORLY/E/2023/5678902,train staff training kami samajh nahi aata,english
MORLY/E/2023/6789013,train schedule bahut garbad aajkal dikkat,english
MORLY/E/2023/7890124,payment status check nahi dikh,english
MORLY/E/2023/8901235,station restrooms bahut dirty chahiye,english
MORLY/E/2023/1234567,train time schedule galat bahut der information nahi mil,english
MORLY/E/2023/2345678,payment confirmation nahi mila baar pay phir nahi,english
MORLY/E/2023/3456789,platform bahut kharab wahan chalna mushkil safety kami,english
MORLY/E/2023/4567890,railway staff behavior accha nahi unhone ignore,english
MORLY/E/2023/5678901,train delay update nahi,english
MORLY/E/2023/6789012,ticket refund nahi mila apply nahi,english
MORLY/E/2023/7890123,station safai nahi bahut gandh suvidha nahi,english
MORLY/E/2023/8901234,conductor ticket check pehle rude way bola bahut bura laga,english
MORLY/E/2023/9012345,train schedule samajh nahi time nahi,english
MORLY/E/2023/0123456,ticket book amount double charge,english
MORLY/E/2023/1234568,station paani kami washroom clean nahi log,english
MORLY/E/2023/2345679,saath staff acha behave nahi complain,english
MORLY/E/2023/3456780,train timing baar baar change pareshani,english
MORLY/E/2023/4567891,payment refund nahi emergency zarurat,english
MORLY/E/2023/5678902,station building halat kharab jaldi,english
MORLY/E/2023/6789013,staff properly assist nahi bahut bura laga,english
MORLY/E/2023/7890124,train service acchi nahi lagi dikkat,english
MORLY/E/2023/8901235,payment unprocessed urgent,english
MORLY/E/2023/9012346,station infrastructure kharab nahi,english
MORLY/E/2023/0123457,staff dhang nahi samjhaya chahiye,english
MORLY/E/2023/2345678,train timing change jati main aksar late jata,english
MORLY/E/2023/3456789,apne ticket payment nahi paise deduct,english
MORLY/E/2023/4567890,station staff rude nahi sahi,english
MORLY/E/2023/5678901,platform safai nahi khud dhyan dena padta,english
MORLY/E/2023/6789012,train delay problem business impact karta,english
MORLY/E/2023/7890123,ticket cancel paisa nahi mila bahut bura laga,english
MORLY/E/2023/8901234,ticket counter staff attitude bahut kharab nahi mil,english
MORLY/E/2023/9012345,platform paani bhara bahut dikkat safety issue,english
MORLY/E/2023/0123456,train route badal nahi pata bahut pareshani,english
MORLY/E/2023/1234567,ticket book baad paise nahi aaye main kisi sampark nahi paayi,english
MORLY/E/2023/2345678,train staff nahi jab zarurat sahi,english
MORLY/E/2023/3456789,railway station infrastructure bahut kharab tut,english
MORLY/E/2023/4567890,kisi train information nahi mil bahut dikkat,english
MORLY/E/2023/5678901,refund response nahi mila bahut pareshani,english
MORLY/E/2023/6789012,staff service poor problem nahi mila,english
MORLY/E/2023/7890123,station overcrowding nahi,english
MORLY/E/2023/9012346,train platform announcement nahi bahut dikkat,english
MORLY/E/2023/0123457,refund response nahi bahut wait karwa,english
MORLY/E/2023/3456780,station staff nahi karte information nahi dete sahi,english
MORLY/E/2023/7890124,station bahar infrastructure kharab bahut dikkat,english
MORLY/E/2023/3295786,train schedule nahi humara kaam delay,english
MORLY/E/2023/8345712,payment process karte waqt error account number xxxxxx,english
MORLY/E/2023/2840973,platform bahut gande saaf safai nahi aam public dikkat,english
MORLY/E/2023/7564627,train staff behavior bahut kharab sikhana chahiye,english
MORLY/E/2023/8192475,train time gadbad information nahi mil,english
MORLY/E/2023/2039405,ticket cancel paisa nahi wapas pnr xxxxxx,english
MORLY/E/2023/4012672,railway station safai nahi bahut ganda,english
MORLY/E/2023/5129384,train staff bahut aggressive customer respect nahi dete,english
MORLY/E/2023/8432945,train time bar bar change aisa,english
MORLY/E/2023/9384651,payment refund nahi pnr xxxxxx,english
MORLY/E/2023/1467853,railway station building bahut purani repair zarurat,english
MORLY/E/2023/2146785,train staff kami samay nahi aata,english
MORLY/E/2023/3589170,train late baar baar delay,english
MORLY/E/2023/5847395,payment nahi mila pnr xxxxxx,english
MORLY/E/2023/7903654,railway station infrastructure bahut kharab nahi,english
MORLY/E/2023/4058762,staff training behtar chahiye customer service bahut kharab,english
MORLY/E/2023/6724503,train timing baar baar change samajh nahi,english
MORLY/E/2023/5910247,apne refund paisa nahi mila pnr xxxxxx,english
MORLY/E/2023/6745382,station toilet bahut gande safai nahi,english
MORLY/E/2023/8142675,customer service bahut kharab staff training zarurat,english
MORLY/E/2023/2345678,train schedule baar baar change isse bahut pareshani,english
MORLY/E/2023/3456789,payment issue account number xxxxxx,english
MORLY/E/2023/4567890,railway staff behavior bahut kharab unhone ignore,english
MORLY/E/2023/5678901,platform safai kami samasya bahut serious,english
MORLY/E/2023/6789012,train cancel hone wajah nahi batayi isliye samasya,english
MORLY/E/2023/7890123,ticket book payment confirm nahi,english
MORLY/E/2023/8901234,staff taraf rude response mila baare complain,english
MORLY/E/2023/9012345,railway station facilities bahut purani chuki inhe upgrade jaana chahiye,english
MORLY/E/2023/0123456,train delay baarey jaanana,english
MORLY/E/2023/1234567,refund nahi mila pnr xxxxxx,english
MORLY/E/2023/2345679,staff taraf bahut acha service nahi mila complaint chahta,english
MORLY/E/2023/3456780,station bahut pareshani bahut zyada bheed facilities nahi,english
MORLY/E/2023/4567891,train time baar baar change galat,english
MORLY/E/2023/5678902,ticket book payment nahi zaroori iski janch,english
MORLY/E/2023/6789013,saath staff theek baat nahi complain,english
MORLY/E/2023/7890124,station restrooms nahi wajah pareshani,english
MORLY/E/2023/8901235,information nahi mil train timings clarity,english
MORLY/E/2023/0123457,refund process nahi samasya pata nahi,english
MORLY/E/2023/1234568,staff baat unhone ignore baat bhut bura laga,english
MORLY/E/2023/2345670,nashik station bahut zyada bheed facilities kam,english
MORLY/E/2023/2345678,train timing baare samasya kafi der train nahi office jaana,english
MORLY/E/2023/1234567,payment refund nahi mila ticket cancel paisa nahi,english
MORLY/E/2023/3456789,staff nahi mila jab information maangi bahut irritating,english
MORLY/E/2023/4567890,platform safai nahi bahut gandh passengers acha nahi,english
MORLY/E/2023/5678901,train cancellation message nahi mila pura plan kharab,english
MORLY/E/2023/6789012,refund baar baar followup pad samasya suljhaegi,english
MORLY/E/2023/7890123,staff nahi jab sawaal kiye bahut galat,english
MORLY/E/2023/8901234,platform structure kharab khatarnaak sakta agar gir,english
MORLY/E/2023/9012345,train kisi wajah roka kisi nahi bataya main bahut pareshan,english
MORLY/E/2023/0123456,ticket purchase payment successful nahi samasya,english
MORLY/E/2023/1234568,staff baat nahi bahut galat main chahta,english
MORLY/E/2023/2345679,railway station infrastructure bahut kharab toilets gande,english
