registration_no,subject_content_text,cleaned_text,ymeans_cluster
MORLY/E/2023/3456780,"Train ka route kuch galat hai, passengers ko confusion ho raha hai.",train route galat passengers confusion,0
MORLY/E/2023/4567891,"Refund ka process itna complicated hai, kab milega mera paisa?",refund process complicated milega paisa,1
MORLY/E/2023/5678902,"Staff ne complaint register nahi kiya jab mainne help maangi, bahut bura laga.",staff complaint register nahi jab mainne maangi bahut bura laga,0
MORLY/E/2023/6789013,"Railways mein badlav ki zarurat hai, facilities bahut purani ho gayi hain.",railways badlav zarurat facilities bahut purani,0
MORLY/E/2023/7890124,"Train ka bahut late hona aam baat hai, kya koi improvement ho sakta hai?",train bahut late aam baat improvement sakta,0
MORLY/E/2023/8901235,"Refund ki process clear nahi hai, kab milega mera paisa?",refund process clear nahi milega paisa,1
MORLY/E/2023/9012346,"Staff ne mujhe information nahi di jab mainne help maangi, bahut zyada samasya hui.",staff information nahi jab mainne maangi bahut zyada samasya,0
MORLY/E/2023/1234567,"Train ka time bahut delay ho gaya. Aise nahi chal sakta, bahut dikkat hoti hai.",train time bahut delay aise nahi chal sakta bahut dikkat,0
MORLY/E/2023/2345678,"Mujhe ticket ka payment nahi mil raha hai, baar baar error aa raha hai.",ticket payment nahi mil baar baar error,1
MORLY/E/2023/3456789,"Railway staff ka behavior accha nahi hai, unhe training ki zarurat hai.",railway staff behavior accha nahi training zarurat,0
MORLY/E/2023/4567890,"Platform ka infrastructure bahut kharab hai, safety ki dikkat hai.",platform infrastructure bahut kharab safety dikkat,0
MORLY/E/2023/5678901,"Train nahi aayi, bahut time se intezaar kar rahe hain, kya hua?",train nahi bahut time intezaar,0
MORLY/E/2023/6789012,"Online payment karne par error aa raha hai, baar baar retry karne par bhi nahi ho raha.",online payment error baar baar retry nahi,1
MORLY/E/2023/7890123,"Staff ka behavior theek nahi hai, unko training ki zarurat hai.",staff behavior theek nahi unko training zarurat,0
MORLY/E/2023/8901234,"Station ka infrastructure bahut kharab hai, kuch bhi theek nahi hai.",station infrastructure bahut kharab theek nahi,0
MORLY/E/2023/9012345,"Train ka schedule badal gaya hai aur mujhe pata nahi hai, please help.",train schedule badal pata nahi,0
MORLY/E/2023/0123456,"Payment gateway ne kaam nahi kiya, baar baar try kiya kuch nahi hua.",payment gateway kaam nahi baar baar try nahi,0
MORLY/E/2023/1234568,"Train staff ka behavior theek nahi hai, unko training ki zarurat hai.",train staff behavior theek nahi unko training zarurat,0
MORLY/E/2023/2345679,Station ki safai bahut kharab hai. Please dekhein is par.,station safai bahut kharab dekhein,0
MORLY/E/2023/3456780,"Mujhe train ka cancellation ka pata nahi chala, main bahut pareshan hoon.",train cancellation pata nahi chala main bahut pareshan,0
MORLY/E/2023/4567891,"Mujhe refund nahi mila, maine request ki thi lekin koi response nahi aaya.",refund nahi mila request response nahi,1
MORLY/E/2023/5678902,"Staff ka behavior accha nahi hai, please kuch karein.",staff behavior accha nahi,0
MORLY/E/2023/6789013,"Station mein khudai ka kaam chal raha hai, bahut dikkat ho rahi hai.",station khudai kaam chal bahut dikkat,0
MORLY/E/2023/7890124,"Mujhe apne train ka status nahi mil raha hai, please help.",apne train status nahi mil,0
MORLY/E/2023/8901235,"Payment nahi ho raha hai, baar baar try karne par bhi nahi ho raha.",payment nahi baar baar try nahi,1
MORLY/E/2023/9012346,"Staff ka behavior accha nahi hai, unko training ki zarurat hai.",staff behavior accha nahi unko training zarurat,0
MORLY/E/2023/0123457,"Station ki safai bahut kharab hai, bahut dikkat hoti hai.",station safai bahut kharab bahut dikkat,0
MORLY/E/2023/1234569,"Train ka schedule change ho gaya, mujhe nahi pata kya karna hai.",train schedule change nahi pata,0
MORLY/E/2023/2345680,"Payment ke liye baar baar try kar rahi hoon, lekin nahi ho raha hai.",payment baar baar try nahi,0
MORLY/E/2023/4581234,"Train ka time bahut late ho gaya tha, koi information nahi di gayi. Kya aap is par kuch kar sakte hain?",train time bahut late information nahi sakte,0
MORLY/E/2023/8791234,"Maine ticket book kiya tha lekin paisa deduct ho gaya, ticket nahi mila. Please help!",ticket book paisa deduct ticket nahi mila,1
MORLY/E/2023/6543210,Station par facilities bahut bekar hain. Toilet ki saaf safai nahi hoti hai. Kya kuch ho sakta hai?,station facilities bahut bekar toilet saaf safai nahi sakta,0
MORLY/E/2023/7894561,Train ki service bahut kharab hai. Kayi baar train time par nahi aati hai. Kya aap kuch kar sakte hain?,train service bahut kharab kayi baar train time nahi aati sakte,0
MORLY/E/2023/9513578,Railway ke staff ki service achhi nahi hai. Unka attitude bahut bekar hai. Kya kuch kar sakte hain aap?,railway staff service achhi nahi attitude bahut bekar sakte,0
MORLY/E/2023/7531598,Platform par bahut gande paani bhare hain. Humein mushkil hoti hai safar karne mein. Kya yeh theek ho sakta hai?,platform bahut gande paani bhare mushkil safar theek sakta,0
MORLY/E/2023/8642574,"Mujhe refund nahi mila hai ticket ka, jabki cancel kiya tha. Kripya dekhein!",refund nahi mila ticket jabki cancel kripya dekhein,1
MORLY/E/2023/4567891,"Train ka seat confirm nahi hai, lekin paise le liye gaye. Kya aap is par kuch karenge?",train seat confirm nahi paise karenge,0
MORLY/E/2023/3216547,Railway staff bahut rude hain. Kya aap unhe training de sakte hain?,railway staff bahut rude training sakte,0
MORLY/E/2023/9876543,Railway station par parking ka bahut dikkat hai. Kya kuch kar sakte hain aap log?,railway station parking bahut dikkat sakte log,0
MORLY/E/2023/1234567,"Rail ki line par kaam chal raha hai, isliye train nahi aa rahi. Kya yeh issue jaldi hal ho sakta hai?",rail line kaam chal isliye train nahi issue jaldi hal sakta,0
MORLY/E/2023/1237894,"Maine ticket cancel kiya, lekin refund nahi mila. Kya karna hoga?",ticket cancel refund nahi mila hoga,1
MORLY/E/2023/3217890,Railway station par gande paani bhare hain aur safai nahi hoti. Yeh kaisa hai?,railway station gande paani bhare safai nahi kaisa,0
MORLY/E/2023/6547891,Railway staff se baat karte waqt bhavnaon ki kami hai. Kya yeh sudhaara ja sakta hai?,railway staff baat karte waqt bhavnaon kami sudhaara sakta,0
MORLY/E/2023/7891234,Train me seats ki kami hai aur bahut bheed ho gayi hai. Iska kuch hal kiya jaa sakta hai?,train seats kami bahut bheed hal jaa sakta,0
MORLY/E/2023/4561237,Maine ticket book kiya tha lekin payment nahi ho raha. Kripya dekhein!,ticket book payment nahi kripya dekhein,1
MORLY/E/2023/9873210,"Railway station par bahut ganda hai, facilities nahi hain. Kya kuch sudhar hoga?",railway station bahut ganda facilities nahi sudhar hoga,0
MORLY/E/2023/4569872,"Train ka garam paani nahi diya gaya, yeh bahut zaroori hai. Kya yeh mil sakta hai?",train garam paani nahi bahut zaroori mil sakta,0
MORLY/E/2023/7896543,"Staff bahut rude hain, khaas karke female passengers ke liye. Iska kuch hal kiya ja sakta hai?",staff bahut rude khaas female passengers hal sakta,0
MORLY/E/2023/2345678,Mujhe apne ticket ki payment nahi mili hai. I made payment on 30th September but still got no confirmation.,apne ticket payment nahi mili made payment september still got confirmation,1
MORLY/E/2023/3456789,"Train 12345 ka schedule bahut badal raha hai, please fix this issue. It's really frustrating.",train schedule bahut badal fix issue really frustrating,0
MORLY/E/2023/4567890,"Platform 3 par bahut paani bhara hua hai, koi dekhega kya? It's very dangerous.",platform bahut paani bhara dekhega dangerous,0
MORLY/E/2023/5678901,"Train staff bilkul rude hai, please is par dhyan dein. It's unacceptable.",train staff rude dhyan dein unacceptable,0
MORLY/E/2023/6789012,"Trains bahut late ho rahi hain, mujhe kaam par jaana hai. Iska kuch karein.",trains bahut late kaam jaana,0
MORLY/E/2023/7890123,"Mera refund process nahi ho raha hai, please help me. I need my money back.",refund process nahi need money back,1
MORLY/E/2023/8901234,"Station ki safai bahut kharab hai, please kuch karo. Ye unacceptable hai.",station safai bahut kharab unacceptable,0
MORLY/E/2023/9012345,"Customer service ki quality bekar hai, please is par dhyan dein. It's really disappointing.",customer service quality bekar dhyan dein really disappointing,0
MORLY/E/2023/0123456,"Meri train ka cancellation samay par nahi hua, bahut takleef hui. Please samasya hal karein.",train cancellation samay nahi bahut takleef samasya hal,0
MORLY/E/2023/1234560,"Mujhe refund nahi mil raha hai, kya kuch ho sakta hai? I need help!",refund nahi mil sakta need,1
MORLY/E/2023/2345671,Station par kuch infrastructure issues hain. Please jaldi dekhein.,station infrastructure issues jaldi dekhein,0
MORLY/E/2023/3456782,Train staff customer service mein madad nahi kar rahe hain. Bahut bura experience.,train staff customer service nahi bahut bura experience,0
MORLY/E/2023/4567893,"Train ki timings bahut late ho rahi hain, please isko sudharen.",train timings bahut late isko sudharen,0
MORLY/E/2023/5678904,Mera ticket cancel hua hai par refund nahi mila. Please help.,ticket cancel refund nahi mila,1
MORLY/E/2023/6789015,Toilet facilities station par bahut kharab hain. Please is par dhyan dein.,toilet facilities station bahut kharab dhyan dein,0
MORLY/E/2023/7890126,"Staff ki tarah se koi help nahi mil rahi, please isko sudharen. It's really frustrating.",staff tarah nahi mil isko sudharen really frustrating,0
MORLY/E/2023/8901237,"Train ki seats band ho rahi hain, please isko theek karein. I am not able to book tickets.",train seats band isko theek able book tickets,0
MORLY/E/2023/0123458,Mere card se payment nahi ho raha hai. Dekhein please.,card payment nahi dekhein,1
MORLY/E/2023/1234567,"Train time par nahi aayi, bahut dikkat hogayi. Kya yeh baar baar hoga? Mujhe pata nahi hai kaise manage karu.",train time nahi bahut dikkat hogayi baar baar hoga pata nahi manage karu,0
MORLY/E/2023/2345678,"Mujhe refund nahi mila hai, payment ki confirmation bhi nahi hai. Kab tak mujhe intezaar karna padega?",refund nahi mila payment confirmation nahi intezaar padega,1
MORLY/E/2023/3456789,"Platform bahut kharab hai, safai nahi hoti. Yeh bahut khatarnaak hai, kabhi bhi gir sakta hai koi.",platform bahut kharab safai nahi bahut khatarnaak gir sakta,0
MORLY/E/2023/4567890,Railway staff ka behave theek nahi hai. Unhone mujhe help nahi kiya aur rude bhi the.,railway staff behave theek nahi unhone nahi rude,0
MORLY/E/2023/5678901,"Train delay hua, ye baar baar ho raha hai. Yeh service bahut bekar hoti ja rahi hai.",train delay baar baar service bahut bekar,0
MORLY/E/2023/6789012,"Mera payment pending hai, mujhe koi response nahi mila. Kya karun ab?",payment pending response nahi mila karun,1
MORLY/E/2023/7890123,"Railway station par saaf safai nahi hoti, bahut gandgi hai. Yeh bahut zaroori hai.",railway station saaf safai nahi bahut gandgi bahut zaroori,0
MORLY/E/2023/8901234,"Mujhe staff ki taraf se acha service nahi mila, kisi ne meri madad nahi ki.",staff taraf acha service nahi mila kisi nahi,0
MORLY/E/2023/9012345,"Train ka schedule bahut bura hai, baar baar change hota hai. Kya koi permanent solution hai?",train schedule bahut bura baar baar change permanent solution,0
MORLY/E/2023/0123456,"Mujhe ticket ka paisa nahi mila, customer service se sampark kiya par koi help nahi mili.",ticket paisa nahi mila customer service sampark nahi mili,1
MORLY/E/2023/1238901,Railway track ki condition bahut kharab hai. Isse travel karne mein dikkat hoti hai.,railway track condition bahut kharab isse travel dikkat,0
MORLY/E/2023/2348902,"Mujhe railway staff se bad service mili, unhone meri madad nahi ki aur rude the.",railway staff bad service mili unhone nahi rude,0
MORLY/E/2023/3458903,Train ka schedule bar-bar change hota hai. Bahut hi dikkat hoti hai is wajah se.,train schedule barbar change bahut dikkat wajah,0
MORLY/E/2023/4568904,"Payment ka issue aa raha hai, kafi din se wait kar rahi hu. Kya aap mujhe help kar sakte hain?",payment issue kafi din wait sakte,1
MORLY/E/2023/5678905,"Railway station par gande paani ka samasya hai, isse bahut dikkat hoti hai.",railway station gande paani samasya isse bahut dikkat,0
MORLY/E/2023/6789016,"Mujhe train ke staff se sahi service nahi mili, unhone mujhe ignore kiya.",train staff sahi service nahi mili unhone ignore,0
MORLY/E/2023/7890127,"Mujhe train ka schedule samajh nahi aa raha, baar baar badal raha hai. Kya aap madad kar sakte hain?",train schedule samajh nahi baar baar badal sakte,0
MORLY/E/2023/8901238,"Mera ticket ka refund nahi aaya, customer service se bhi kuch nahi mila.",ticket refund nahi customer service nahi mila,1
MORLY/E/2023/9012349,"Station par infrastructure ki kami hai, facilities theek nahi hain, is wajah se dikkat hoti hai.",station infrastructure kami facilities theek nahi wajah dikkat,0
MORLY/E/2023/0123460,"Mujhe staff se support nahi mila, unhone meri madad nahi ki. Yeh bahut galat hai.",staff support nahi mila unhone nahi bahut galat,0
MORLY/E/2023/1234567,"Train ka schedule hamesha late hota hai, please is par dhyan dein.",train schedule hamesha late dhyan dein,0
MORLY/E/2023/2345678,"Mere ticket ka paisa refund nahi hua hai, bahut din ho gaye hain.",ticket paisa refund nahi bahut din,1
MORLY/E/2023/3456789,"Station par staff ka behavior bahut kharab tha, koi maalik nahi tha.",station staff behavior bahut kharab maalik nahi,0
MORLY/E/2023/4567890,"Platform bahut ganda hai, koi safai nahi hoti.",platform bahut ganda safai nahi,0
MORLY/E/2023/5678901,"Train ki frequency bahut kam hai, humein pareshani ho rahi hai.",train frequency bahut kam pareshani,0
MORLY/E/2023/6789012,"Mujhe ticket booking karte waqt error aaya tha, abhi tak paise bhi nahi aaye.",ticket booking karte waqt error abhi paise nahi aaye,1
MORLY/E/2023/7890123,Train staff se baat karte waqt unka attitude bahut kharab tha.,train staff baat karte waqt attitude bahut kharab,0
MORLY/E/2023/8901234,"Railway station ki building bahut purani ho gayi hai, repair zaroori hai.",railway station building bahut purani repair zaroori,0
MORLY/E/2023/9012345,"Train ki timing bilkul bhi sahi nahi hai, samay se nahi aati.",train timing sahi nahi samay nahi aati,0
MORLY/E/2023/0123456,"Mujhe ticket ke liye payment nahi mila hai, issue dekhna zaroori hai.",ticket payment nahi mila issue dekhna zaroori,1
MORLY/E/2023/1234568,"Train staff ka behavior bilkul theek nahi tha, kafi dikkat hui.",train staff behavior theek nahi kafi dikkat,0
MORLY/E/2023/2345679,"Station ki safai nahi ho rahi, bahut ganda hai.",station safai nahi bahut ganda,0
MORLY/E/2023/3456780,"Train ki timing sahi nahi hai, kaafi late hoti hai.",train timing sahi nahi late,0
MORLY/E/2023/4567891,"Mujhe refund nahi mila, kaise milega?",refund nahi mila milega,1
MORLY/E/2023/5678902,"Mere saath staff ka vyavhaar theek nahi tha, samasya hai.",saath staff vyavhaar theek nahi samasya,0
MORLY/E/2023/6789013,"Gadi ke liye platform bahut kharab hai, marammat nahi hoti.",gadi platform bahut kharab marammat nahi,0
MORLY/E/2023/7890124,"Train kab aayegi, koi information nahi hai.",train aayegi information nahi,0
MORLY/E/2023/8901235,"Dus baar payment kiya, abhi tak refund nahi aaya.",dus baar payment abhi refund nahi,1
MORLY/E/2023/9012346,"Train staff ka vyavhaar bilkul theek nahi tha, bahut takleef hui.",train staff vyavhaar theek nahi bahut takleef,0
MORLY/E/2023/0123457,"Platform bahut kharab hai, zaroori marammat ki zarurat hai.",platform bahut kharab zaroori marammat zarurat,0
MORLY/E/2023/1234569,"Train ki gati bahut slow hai, kab aayegi.",train gati bahut slow aayegi,0
MORLY/E/2023/2345670,"Payment ke liye baar baar phone karna pad raha hai, bahut pareshani ho rahi hai.",payment baar baar phone pad bahut pareshani,0
MORLY/E/2023/3456781,"Staff ka vyavhaar theek nahi tha, bahut takleef hui.",staff vyavhaar theek nahi bahut takleef,0
MORLY/E/2023/1234567,"Platform par safety barriers nahi hain, yeh bahut dangerous hai.",platform safety barriers nahi bahut dangerous,0
MORLY/E/2023/2345678,"Train late ho rahi hai, koi updates nahi milte hain.",train late updates nahi milte,0
MORLY/E/2023/3456789,"Mujhe refund nahi mil raha hai, payment ka issue hai.",refund nahi mil payment issue,1
MORLY/E/2023/4567890,"Staff ka behavior theek nahi tha, unhone help nahi ki.",staff behavior theek nahi unhone nahi,0
